Player,Team,Conference,Date,Position,Height,Weight,Age,Draft Year,Seasons in league,Season,Season short,Pre-draft Team,Real_value,Height CM,Weight KG,Last Season
Byron Scott,Los Angeles Lakers,,"Jan 10, 1988",SG,6'3,195,26,1983,4,1987-1988,1988,Arizona State,1,190,88,0
Karl Malone,Utah Jazz,,"Jan 3, 1988",PF,6'9,265,24,1985,2,1987-1988,1988,Louisiana Tech,1,206,120,0
Dominique Wilkins,Atlanta Hawks,,"Dec 27, 1987",SF,6'7,200,28,1982,5,1987-1988,1988,Georgia,1,201,90,0
Larry Nance,Phoenix Suns,,"Dec 20, 1987",PF,6'10,205,29,1981,6,1987-1988,1988,Clemson,1,208,93,0
Magic Johnson,Los Angeles Lakers,,"Dec 13, 1987",PG,6'9,255,28,1979,8,1987-1988,1988,Michigan State,1,206,115,0
Clyde Drexler,Portland Trail Blazers,,"Dec 6, 1987",SG,6'7,210,25,1983,4,1987-1988,1988,Houston,1,201,95,0
Clyde Drexler,Portland Trail Blazers,,"Nov 29, 1987",SG,6'7,210,25,1983,4,1987-1988,1988,Houston,1,201,95,0
Xavier McDaniel,Seattle SuperSonics,,"Nov 22, 1987",PF,6'7,205,24,1985,2,1987-1988,1988,Wichita State,1,201,93,0
Larry Bird,Boston Celtics,,"Nov 15, 1987",SF,6'9,220,31,1978,8,1987-1988,1988,Indiana State,1,206,99,0
Julius Erving,Philadelphia Sixers,,"Apr 19, 1987",SF,6'6,200,37,1972,14,1986-1987,1987,Massachusetts,1,198,90,0
Michael Jordan,Chicago Bulls,,"Apr 12, 1987",SG,6'6,215,24,1984,2,1986-1987,1987,North Carolina,1,198,97,0
Magic Johnson,Los Angeles Lakers,,"Apr 5, 1987",PG,6'9,255,27,1979,7,1986-1987,1987,Michigan State,1,206,115,0
Larry Smith,Golden State Warriors,,"Mar 29, 1987",PF,6'8,215,29,1980,6,1986-1987,1987,Alcorn State,1,203,97,0
Magic Johnson,Los Angeles Lakers,,"Mar 22, 1987",PG,6'9,255,27,1979,7,1986-1987,1987,Michigan State,1,206,115,0
Karl Malone,Utah Jazz,,"Mar 15, 1987",PF,6'9,265,23,1985,1,1986-1987,1987,Louisiana Tech,1,206,120,0
Magic Johnson,Los Angeles Lakers,,"Mar 8, 1987",PG,6'9,255,27,1979,7,1986-1987,1987,Michigan State,1,206,115,0
Michael Jordan,Chicago Bulls,,"Mar 1, 1987",SG,6'6,215,24,1984,2,1986-1987,1987,North Carolina,1,198,97,0
Moses Malone,Washington Bullets,,"Feb 22, 1987",C,6'10,215,31,1976,10,1986-1987,1987,Petersburg High School (Virginia),1,208,97,0
Magic Johnson,Los Angeles Lakers,,"Feb 15, 1987",PG,6'9,255,27,1979,7,1986-1987,1987,Michigan State,1,206,115,0
Fat Lever,Denver Nuggets,,"Feb 1, 1987",PG,6'3,170,26,1982,4,1986-1987,1987,Arizona State,1,190,77,0
Alex English,Denver Nuggets,,"Jan 25, 1987",SF,6'7,190,33,1976,10,1986-1987,1987,South Carolina,1,201,86,0
Otis Thorpe,Sacramento Kings,,"Jan 18, 1987",PF,6'9,225,24,1984,2,1986-1987,1987,Providence,1,206,102,0
Isiah Thomas,Detroit Pistons,,"Jan 11, 1987",PG,6'1,180,25,1981,5,1986-1987,1987,Indiana,1,185,81,0
Larry Bird,Boston Celtics,,"Jan 4, 1987",SF,6'9,220,30,1978,7,1986-1987,1987,Indiana State,1,206,99,0
Patrick Ewing,New York Knicks,,"Dec 28, 1986",C,7'0,240,24,1985,1,1986-1987,1987,Georgetown,1,213,108,0
Magic Johnson,Los Angeles Lakers,,"Dec 21, 1986",PG,6'9,255,27,1979,7,1986-1987,1987,Michigan State,1,206,115,0
Dominique Wilkins,Atlanta Hawks,,"Dec 14, 1986",SF,6'7,200,27,1982,4,1986-1987,1987,Georgia,1,201,90,0
Tom Chambers,Seattle SuperSonics,,"Dec 7, 1986",PF,6'10,220,27,1981,5,1986-1987,1987,Utah,1,208,99,0
Hot Rod Williams,Cleveland Cavaliers,,"Nov 30, 1986",FC,6'11,215,24,1985,0,1986-1987,1987,Tulane,1,211,97,0
Alvin Robertson,San Antonio Spurs,,"Nov 23, 1986",SG,6'3,185,24,1984,2,1986-1987,1987,Arkansas,1,190,83,0
Robert Parish,Boston Celtics,,"Nov 16, 1986",C,7'0,230,33,1976,9,1986-1987,1987,Centenary,1,213,104,0
Michael Jordan,Chicago Bulls,,"Nov 9, 1986",SG,6'6,215,24,1984,2,1986-1987,1987,North Carolina,1,198,97,0
Dominique Wilkins,Atlanta Hawks,,"Apr 13, 1986",SF,6'7,200,26,1982,3,1985-1986,1986,Georgia,1,201,90,0
Herb Williams,Indiana Pacers,,"Apr 6, 1986",C,6'10,242,28,1981,4,1985-1986,1986,Ohio State,1,208,109,0
Charles Barkley,Philadelphia Sixers,,"Mar 30, 1986",PF,6'6,252,23,1984,1,1985-1986,1986,Auburn,1,198,114,0
Adrian Dantley,Utah Jazz,,"Mar 23, 1986",SF,6'5,208,30,1976,9,1985-1986,1986,Notre Dame,1,196,94,0
Larry Bird,Boston Celtics,,"Mar 16, 1986",SF,6'9,220,29,1978,6,1985-1986,1986,Indiana State,1,206,99,0
Magic Johnson,Los Angeles Lakers,,"Mar 9, 1986",PG,6'9,255,26,1979,6,1985-1986,1986,Michigan State,1,206,115,0
Charles Barkley,Philadelphia Sixers,,"Mar 2, 1986",PF,6'6,252,23,1984,1,1985-1986,1986,Auburn,1,198,114,0
Sidney Moncrief,Milwaukee Bucks,,"Feb 23, 1986",SG,6'3,180,28,1979,6,1985-1986,1986,Arkansas,1,190,81,0
Larry Bird,Boston Celtics,,"Feb 16, 1986",SF,6'9,220,29,1978,6,1985-1986,1986,Indiana State,1,206,99,0
Alex English,Denver Nuggets,,"Feb 2, 1986",SF,6'7,190,32,1976,9,1985-1986,1986,South Carolina,1,201,86,0
Charles Barkley,Philadelphia Sixers,,"Jan 26, 1986",PF,6'6,252,23,1984,1,1985-1986,1986,Auburn,1,198,114,0
Larry Bird,Boston Celtics,,"Jan 19, 1986",SF,6'9,220,29,1978,6,1985-1986,1986,Indiana State,1,206,99,0
Calvin Natt,Denver Nuggets,,"Jan 12, 1986",F,6'6,220,29,1979,6,1985-1986,1986,Louisiana-Monroe,1,198,99,0
Clyde Drexler,Portland Trail Blazers,,"Jan 5, 1986",SG,6'7,210,23,1983,2,1985-1986,1986,Houston,1,201,95,0
Dominique Wilkins,Atlanta Hawks,,"Dec 29, 1985",SF,6'7,200,26,1982,3,1985-1986,1986,Georgia,1,201,90,0
Larry Nance,Phoenix Suns,,"Dec 22, 1985",PF,6'10,205,27,1981,4,1985-1986,1986,Clemson,1,208,93,0
Alvin Robertson,San Antonio Spurs,,"Dec 15, 1985",SG,6'3,185,23,1984,1,1985-1986,1986,Arkansas,1,190,83,0
Jeff Ruland,Washington Bullets,,"Dec 8, 1985",C,6'10,240,27,1980,4,1985-1986,1986,Iona,1,208,108,0
Larry Bird,Boston Celtics,,"Dec 1, 1985",SF,6'9,220,29,1978,6,1985-1986,1986,Indiana State,1,206,99,0
Alex English,Denver Nuggets,,"Nov 24, 1985",SF,6'7,190,32,1976,9,1985-1986,1986,South Carolina,1,201,86,0
Patrick Ewing,New York Knicks,,"Nov 17, 1985",C,7'0,240,23,1985,0,1985-1986,1986,Georgetown,1,213,108,0
Buck Williams,New Jersey Nets,,"Nov 10, 1985",PF,6'8,215,25,1981,4,1985-1986,1986,Maryland,1,203,97,0
Derek Smith,Los Angeles Clippers,,"Nov 3, 1985",SG,6'6,205,24,1982,3,1985-1986,1986,Louisville,1,198,93,0
Micheal Ray Richardson,New Jersey Nets,,"Apr 14, 1985",PG,6'5,189,29,1978,6,1984-1985,1985,Montana,1,196,85,0
Derek Smith,Los Angeles Clippers,,"Apr 7, 1985",SG,6'6,205,23,1982,2,1984-1985,1985,Louisville,1,198,93,0
Calvin Natt,Denver Nuggets,,"Apr 1, 1985",F,6'6,220,28,1979,5,1984-1985,1985,Louisiana-Monroe,1,198,99,0
Kareem Abdul-Jabbar,Los Angeles Lakers,,"Mar 24, 1985",C,7'2,225,37,1969,15,1984-1985,1985,UCLA,1,218,102,0
Larry Bird,Boston Celtics,,"Mar 17, 1985",SF,6'9,220,28,1978,5,1984-1985,1985,Indiana State,1,206,99,0
Darrell Griffith,Utah Jazz,,"Mar 10, 1985",SG,6'4,190,26,1980,4,1984-1985,1985,Louisville,1,193,86,0
Sleepy Floyd,Golden State Warriors,,"Mar 3, 1985",PG,6'3,170,24,1982,2,1984-1985,1985,Georgetown,1,190,77,0
Mark Aguirre,Dallas Mavericks,,"Feb 24, 1985",SF,6'6,232,25,1981,3,1984-1985,1985,DePaul,1,198,105,0
Magic Johnson,Los Angeles Lakers,,"Feb 17, 1985",PG,6'9,255,25,1979,5,1984-1985,1985,Michigan State,1,206,115,0
Dominique Wilkins,Atlanta Hawks,,"Feb 3, 1985",SF,6'7,200,25,1982,2,1984-1985,1985,Georgia,1,201,90,0
Tom McMillen,Washington Bullets,,"Jan 27, 1985",PF,6'11,215,32,1974,9,1984-1985,1985,Maryland,1,211,97,0
Michael Jordan,Chicago Bulls,,"Jan 20, 1985",SG,6'6,215,22,1984,0,1984-1985,1985,North Carolina,1,198,97,0
World B. Free,Cleveland Cavaliers,,"Jan 13, 1985",G,6'2,185,31,1975,9,1984-1985,1985,Guilford,1,188,83,0
Isiah Thomas,Detroit Pistons,,"Jan 6, 1985",PG,6'1,180,23,1981,3,1984-1985,1985,Indiana,1,185,81,0
Micheal Ray Richardson,New Jersey Nets,,"Dec 30, 1984",PG,6'5,189,29,1978,6,1984-1985,1985,Montana,1,196,85,0
Terry Cummings,Milwaukee Bucks,,"Dec 23, 1984",PF,6'9,220,23,1982,2,1984-1985,1985,DePaul,1,206,99,0
Derek Smith,Los Angeles Clippers,,"Dec 16, 1984",SG,6'6,205,23,1982,2,1984-1985,1985,Louisville,1,198,93,0
Orlando Woolridge,Chicago Bulls,,"Dec 9, 1984",PF,6'9,215,25,1981,3,1984-1985,1985,Notre Dame,1,206,97,0
Jack Sikma,Seattle SuperSonics,,"Dec 2, 1984",C,6'11,230,29,1977,7,1984-1985,1985,Illinois Wesleyan,1,211,104,0
Bernard King,New York Knicks,,"Nov 25, 1984",SF,6'7,205,28,1977,7,1984-1985,1985,Tennessee,1,201,93,0
Moses Malone,Philadelphia Sixers,,"Nov 18, 1984",C,6'10,215,29,1976,8,1984-1985,1985,Petersburg High School (Virginia),1,208,97,0
Alex English,Denver Nuggets,,"Nov 11, 1984",SF,6'7,190,31,1976,8,1984-1985,1985,South Carolina,1,201,86,0
Larry Nance,Phoenix Suns,,"Nov 4, 1984",PF,6'10,205,26,1981,3,1984-1985,1985,Clemson,1,208,93,0
Dominique Wilkins,Atlanta Hawks,,"Apr 15, 1984",SF,6'7,200,24,1982,1,1983-1984,1984,Georgia,1,201,90,0
Kareem Abdul-Jabbar,Los Angeles Lakers,,"Apr 8, 1984",C,7'2,225,36,1969,14,1983-1984,1984,UCLA,1,218,102,0
Isiah Thomas,Detroit Pistons,,"Apr 1, 1984",PG,6'1,180,22,1981,2,1983-1984,1984,Indiana,1,185,81,0
Moses Malone,Philadelphia Sixers,,"Mar 25, 1984",C,6'10,215,28,1976,7,1983-1984,1984,Petersburg High School (Virginia),1,208,97,0
Adrian Dantley,Utah Jazz,,"Mar 18, 1984",SF,6'5,208,28,1976,7,1983-1984,1984,Notre Dame,1,196,94,0
Larry Bird,Boston Celtics,,"Mar 11, 1984",SF,6'9,220,27,1978,4,1983-1984,1984,Indiana State,1,206,99,0
Mickey Johnson,Golden State Warriors,,"Mar 4, 1984",PF,6'10,190,31,1974,9,1983-1984,1984,Aurora,1,208,86,0
Magic Johnson,Los Angeles Lakers,,"Feb 26, 1984",PG,6'9,255,24,1979,4,1983-1984,1984,Michigan State,1,206,115,0
Larry Bird,Boston Celtics,,"Feb 19, 1984",SF,6'9,220,27,1978,4,1983-1984,1984,Indiana State,1,206,99,0
Kareem Abdul-Jabbar,Los Angeles Lakers,,"Feb 12, 1984",C,7'2,225,36,1969,14,1983-1984,1984,UCLA,1,218,102,0
Bernard King,New York Knicks,,"Feb 5, 1984",SF,6'7,205,27,1977,6,1983-1984,1984,Tennessee,1,201,93,0
Buck Williams,New Jersey Nets,,"Jan 22, 1984",PF,6'8,215,23,1981,2,1983-1984,1984,Maryland,1,203,97,0
Kelly Tripucka,Detroit Pistons,,"Jan 15, 1984",SF,6'6,220,25,1981,2,1983-1984,1984,Notre Dame,1,198,99,0
Purvis Short,Golden State Warriors,,"Jan 8, 1984",SF,6'7,210,26,1978,5,1983-1984,1984,Jackson State,1,201,95,0
Isiah Thomas,Detroit Pistons,,"Jan 1, 1984",PG,6'1,180,22,1981,2,1983-1984,1984,Indiana,1,185,81,0
Dan Roundfield,Atlanta Hawks,,"Dec 25, 1983",PF,6'8,205,30,1975,7,1983-1984,1984,Central Michigan,1,203,93,0
Adrian Dantley,Utah Jazz,,"Dec 18, 1983",SF,6'5,208,28,1976,7,1983-1984,1984,Notre Dame,1,196,94,0
Jeff Ruland,Washington Bullets,,"Dec 11, 1983",C,6'10,240,25,1980,2,1983-1984,1984,Iona,1,208,108,0
Rickey Green,Utah Jazz,,"Dec 4, 1983",PG,6'0,170,29,1977,5,1983-1984,1984,Michigan,1,183,77,0
Mark Aguirre,Dallas Mavericks,,"Nov 27, 1983",SF,6'6,232,24,1981,2,1983-1984,1984,DePaul,1,198,105,0
Kiki Vandeweghe,Denver Nuggets,,"Nov 20, 1983",SF,6'8,220,25,1980,3,1983-1984,1984,UCLA,1,203,99,0
Magic Johnson,Los Angeles Lakers,,"Nov 13, 1983",PG,6'9,255,24,1979,4,1983-1984,1984,Michigan State,1,206,115,0
Eddie Johnson,Kansas City Kings,,"Nov 6, 1983",SF,6'7,215,24,1981,2,1983-1984,1984,Illinois,1,201,97,0
Mike Glenn,Atlanta Hawks,,"Apr 17, 1983",G,6'2,175,27,1977,5,1982-1983,1983,Southern Illinois,1,188,79,0
Magic Johnson,Los Angeles Lakers,,"Apr 10, 1983",PG,6'9,255,23,1979,3,1982-1983,1983,Michigan State,1,206,115,0
Larry Bird,Boston Celtics,,"Apr 3, 1983",SF,6'9,220,26,1978,3,1982-1983,1983,Indiana State,1,206,99,0
Jeff Ruland,Washington Bullets,,"Mar 27, 1983",C,6'10,240,24,1980,1,1982-1983,1983,Iona,1,208,108,0
Andrew Toney,Philadelphia Sixers,,"Mar 20, 1983",G,6'3,178,25,1980,2,1982-1983,1983,Louisiana,1,190,80,0
Gus Williams,Seattle SuperSonics,,"Mar 20, 1983",G,6'2,175,29,1975,6,1982-1983,1983,USC,1,188,79,0
Magic Johnson,Los Angeles Lakers,,"Mar 13, 1983",PG,6'9,255,23,1979,3,1982-1983,1983,Michigan State,1,206,115,0
John Drew,Utah Jazz,,"Mar 6, 1983",GF,6'6,205,28,1974,8,1982-1983,1983,Gardner-Webb,1,198,93,0
Walter Davis,Phoenix Suns,,"Feb 27, 1983",GF,6'6,193,28,1977,5,1982-1983,1983,North Carolina,1,198,87,0
Larry Nance,Phoenix Suns,,"Feb 20, 1983",PF,6'10,205,24,1981,1,1982-1983,1983,Clemson,1,208,93,0
Moses Malone,Philadelphia Sixers,,"Feb 6, 1983",C,6'10,215,27,1976,6,1982-1983,1983,Petersburg High School (Virginia),1,208,97,0
Artis Gilmore,San Antonio Spurs,,"Jan 30, 1983",C,7'2,240,33,1971,6,1982-1983,1983,Jacksonville,1,218,108,0
Joe Barry Carroll,Golden State Warriors,,"Jan 23, 1983",FC,7'0,225,24,1980,2,1982-1983,1983,Purdue,1,213,102,0
Alex English,Denver Nuggets,,"Jan 16, 1983",SF,6'7,190,29,1976,6,1982-1983,1983,South Carolina,1,201,86,0
Mickey Johnson,New Jersey Nets,,"Jan 9, 1983",PF,6'10,190,30,1974,8,1982-1983,1983,Aurora,1,208,86,0
Kiki Vandeweghe,Denver Nuggets,,"Jan 2, 1983",SF,6'8,220,24,1980,2,1982-1983,1983,UCLA,1,203,99,0
Maurice Lucas,Phoenix Suns,,"Dec 26, 1982",PF,6'9,215,31,1974,6,1982-1983,1983,Marquette,1,206,97,0
Isiah Thomas,Detroit Pistons,,"Dec 19, 1982",PG,6'1,180,21,1981,1,1982-1983,1983,Indiana,1,185,81,0
Larry Bird,Boston Celtics,,"Dec 12, 1982",SF,6'9,220,26,1978,3,1982-1983,1983,Indiana State,1,206,99,0
Buck Williams,New Jersey Nets,,"Dec 5, 1982",PF,6'8,215,22,1981,1,1982-1983,1983,Maryland,1,203,97,0
Larry Bird,Boston Celtics,,"Nov 28, 1982",SF,6'9,220,26,1978,3,1982-1983,1983,Indiana State,1,206,99,0
Alex English,Denver Nuggets,,"Nov 21, 1982",SF,6'7,190,29,1976,6,1982-1983,1983,South Carolina,1,201,86,0
Kelly Tripucka,Detroit Pistons,,"Nov 14, 1982",SF,6'6,220,24,1981,1,1982-1983,1983,Notre Dame,1,198,99,0
Reggie Theus,Chicago Bulls,,"Nov 7, 1982",GF,6'7,190,25,1978,4,1982-1983,1983,UNLV,1,201,86,0
Ray Williams,New Jersey Nets,,"Apr 18, 1982",G,6'3,188,27,1977,4,1981-1982,1982,Minnesota,1,190,85,0
Billy Ray Bates,Portland Trail Blazers,,"Apr 11, 1982",SG,6'4,210,25,1978,3,1981-1982,1982,Kentucky State,1,193,95,0
Jack Sikma,Seattle SuperSonics,,"Apr 4, 1982",C,6'11,230,26,1977,4,1981-1982,1982,Illinois Wesleyan,1,211,104,0
Moses Malone,Houston Rockets,,"Mar 28, 1982",C,6'10,215,26,1976,5,1981-1982,1982,Petersburg High School (Virginia),1,208,97,0
Robert Parish,Boston Celtics,,"Mar 21, 1982",C,7'0,230,28,1976,4,1981-1982,1982,Centenary,1,213,104,0
Kelly Tripucka,Detroit Pistons,,"Mar 14, 1982",SF,6'6,220,23,1981,0,1981-1982,1982,Notre Dame,1,198,99,0
George Gervin,San Antonio Spurs,,"Mar 7, 1982",GF,6'7,180,29,1974,5,1981-1982,1982,Eastern Michigan,1,201,81,0
Kareem Abdul-Jabbar,Los Angeles Lakers,,"Feb 28, 1982",C,7'2,225,34,1969,12,1981-1982,1982,UCLA,1,218,102,0
"Eddie Johnson, Jr.",Atlanta Hawks,,"Feb 21, 1982",G,6'2,180,27,1977,4,1981-1982,1982,Auburn,1,188,81,0
Jay Vincent,Dallas Mavericks,,"Feb 14, 1982",F,6'7,220,22,1981,0,1981-1982,1982,Michigan State,1,201,99,0
Moses Malone,Houston Rockets,,"Feb 7, 1982",C,6'10,215,26,1976,5,1981-1982,1982,Petersburg High School (Virginia),1,208,97,0
Greg Ballard,Washington Bullets,,"Jan 24, 1982",F,6'7,215,27,1977,4,1981-1982,1982,Oregon,1,201,97,0
Larry Bird,Boston Celtics,,"Jan 17, 1982",SF,6'9,220,25,1978,2,1981-1982,1982,Indiana State,1,206,99,0
Gus Williams,Seattle SuperSonics,,"Jan 10, 1982",G,6'2,175,28,1975,5,1981-1982,1982,USC,1,188,79,0
George Gervin,San Antonio Spurs,,"Jan 3, 1982",GF,6'7,180,29,1974,5,1981-1982,1982,Eastern Michigan,1,201,81,0
Larry Bird,Boston Celtics,,"Dec 27, 1981",SF,6'9,220,25,1978,2,1981-1982,1982,Indiana State,1,206,99,0
Bernard King,Golden State Warriors,,"Dec 20, 1981",SF,6'7,205,25,1977,4,1981-1982,1982,Tennessee,1,201,93,0
Artis Gilmore,Chicago Bulls,,"Dec 13, 1981",C,7'2,240,32,1971,5,1981-1982,1982,Jacksonville,1,218,108,0
George Gervin,San Antonio Spurs,,"Dec 6, 1981",GF,6'7,180,29,1974,5,1981-1982,1982,Eastern Michigan,1,201,81,0
Alex English,Denver Nuggets,,"Nov 29, 1981",SF,6'7,190,28,1976,5,1981-1982,1982,South Carolina,1,201,86,0
Dan Roundfield,Atlanta Hawks,,"Nov 22, 1981",PF,6'8,205,28,1975,5,1981-1982,1982,Central Michigan,1,203,93,0
Ron Brewer,San Antonio Spurs,,"Nov 15, 1981",G,6'4,180,26,1978,3,1981-1982,1982,Arkansas,1,193,81,0
Mychal Thompson,Portland Trail Blazers,,"Nov 8, 1981",FC,6'10,226,27,1978,3,1981-1982,1982,Minnesota,1,208,102,0
Robert Reid,Houston Rockets,,"Mar 29, 1981",GF,6'8,205,25,1977,3,1980-1981,1981,St. Mary's (TX),1,203,93,0
Micheal Ray Richardson,New York Knicks,,"Mar 22, 1981",PG,6'5,189,25,1978,2,1980-1981,1981,Montana,1,196,85,0
Moses Malone,Houston Rockets,,"Mar 15, 1981",C,6'10,215,25,1976,4,1980-1981,1981,Petersburg High School (Virginia),1,208,97,0
Larry Smith,Golden State Warriors,,"Mar 8, 1981",PF,6'8,215,23,1980,0,1980-1981,1981,Alcorn State,1,203,97,0
Terry Tyler,Detroit Pistons,,"Mar 1, 1981",GF,6'7,215,24,1978,2,1980-1981,1981,Detroit-Mercy,1,201,97,0
Mike Mitchell,Cleveland Cavaliers,,"Feb 22, 1981",F,6'7,215,25,1978,2,1980-1981,1981,Auburn,1,201,97,0
Mike Newlin,New Jersey Nets,,"Feb 15, 1981",GF,6'4,200,32,1971,9,1980-1981,1981,Utah,1,193,90,0
Caldwell Jones,Philadelphia Sixers,,"Feb 8, 1981",FC,6'11,216,30,1973,6,1980-1981,1981,Albany State (GA),1,211,98,0
Kenny Carr,Cleveland Cavaliers,,"Feb 1, 1981",GF,6'7,220,25,1977,3,1980-1981,1981,NC State,1,201,99,0
Phil Ford,Kansas City Kings,,"Jan 25, 1981",G,6'2,175,25,1978,2,1980-1981,1981,North Carolina,1,188,79,0
Julius Erving,Philadelphia Sixers,,"Jan 18, 1981",SF,6'6,200,31,1972,8,1980-1981,1981,Massachusetts,1,198,90,0
Tiny Archibald,Boston Celtics,,"Jan 11, 1981",PG,6'1,150,32,1970,10,1980-1981,1981,UTEP,1,185,68,0
Bernard King,Golden State Warriors,,"Jan 4, 1981",SF,6'7,205,24,1977,3,1980-1981,1981,Tennessee,1,201,93,0
Dennis Johnson,Phoenix Suns,,"Dec 28, 1980",PG,6'4,185,26,1976,4,1980-1981,1981,Pepperdine,1,193,83,0
Kareem Abdul-Jabbar,Los Angeles Lakers,,"Dec 21, 1980",C,7'2,225,33,1969,11,1980-1981,1981,UCLA,1,218,102,0
Dan Roundfield,Atlanta Hawks,,"Dec 14, 1980",PF,6'8,205,27,1975,4,1980-1981,1981,Central Michigan,1,203,93,0
"Mike Dunleavy, Sr.",Houston Rockets,,"Dec 7, 1980",G,6'3,180,26,1976,4,1980-1981,1981,South Carolina,1,190,81,0
Robert Parish,Boston Celtics,,"Nov 30, 1980",C,7'0,230,27,1976,3,1980-1981,1981,Centenary,1,213,104,0
Artis Gilmore,Chicago Bulls,,"Nov 23, 1980",C,7'2,240,31,1971,4,1980-1981,1981,Jacksonville,1,218,108,0
Billy Knight,Indiana Pacers,,"Nov 16, 1980",GF,6'6,195,28,1974,4,1980-1981,1981,Pittsburgh,1,198,88,0
Elvin Hayes,Washington Bullets,,"Nov 9, 1980",FC,6'9,235,35,1968,12,1980-1981,1981,Houston,1,206,106,0
David Thompson,Denver Nuggets,,"Nov 2, 1980",GF,6'5,195,26,1975,4,1980-1981,1981,NC State,1,196,88,0
Otis Birdsong,Kansas City Kings,,"Oct 26, 1980",GF,6'3,190,25,1977,3,1980-1981,1981,Houston,1,190,86,0
Adrian Dantley,Utah Jazz,,"Oct 19, 1980",SF,6'5,208,25,1976,4,1980-1981,1981,Notre Dame,1,196,94,0
Kevin Grevey,Washington Bullets,,"Mar 30, 1980",GF,6'5,210,26,1975,4,1979-1980,1980,Kentucky,1,196,95,0
Billy Ray Bates,Portland Trail Blazers,,"Mar 23, 1980",SG,6'4,210,23,1978,1,1979-1980,1980,Kentucky State,1,193,95,0
Magic Johnson,Los Angeles Lakers,,"Mar 16, 1980",PG,6'9,255,20,1979,0,1979-1980,1980,Michigan State,1,206,115,0
Cliff Robinson,New Jersey Nets,,"Mar 9, 1980",F,6'9,220,19,1979,0,1979-1980,1980,USC,1,206,99,0
Larry Bird,Boston Celtics,,"Mar 2, 1980",SF,6'9,220,23,1978,0,1979-1980,1980,Indiana State,1,206,99,0
Calvin Natt,Portland Trail Blazers,,"Feb 24, 1980",F,6'6,220,23,1979,0,1979-1980,1980,Louisiana-Monroe,1,198,99,0
Kareem Abdul-Jabbar,Los Angeles Lakers,,"Feb 17, 1980",C,7'2,225,32,1969,10,1979-1980,1980,UCLA,1,218,102,0
Rick Barry,Houston Rockets,,"Feb 10, 1980",F,6'7,205,35,1965,9,1979-1980,1980,Miami (FL),1,201,93,0
George Gervin,San Antonio Spurs,,"Jan 27, 1980",GF,6'7,180,27,1974,3,1979-1980,1980,Eastern Michigan,1,201,81,0
Dennis Johnson,Seattle SuperSonics,,"Jan 20, 1980",PG,6'4,185,25,1976,3,1979-1980,1980,Pepperdine,1,193,83,0
Greg Ballard,Washington Bullets,,"Jan 13, 1980",F,6'7,215,25,1977,2,1979-1980,1980,Oregon,1,201,97,0
Scott Wedman,Kansas City Kings,,"Jan 6, 1980",GF,6'7,215,27,1974,5,1979-1980,1980,Colorado,1,201,97,0
Mike Mitchell,Cleveland Cavaliers,,"Dec 30, 1979",F,6'7,215,24,1978,1,1979-1980,1980,Auburn,1,201,97,0
Swen Nater,San Diego Clippers,,"Dec 23, 1979",C,6'11,240,30,1973,3,1979-1980,1980,UCLA,1,211,108,0
Dan Roundfield,Atlanta Hawks,,"Dec 16, 1979",PF,6'8,205,26,1975,3,1979-1980,1980,Central Michigan,1,203,93,0
Kareem Abdul-Jabbar,Los Angeles Lakers,,"Dec 9, 1979",C,7'2,225,32,1969,10,1979-1980,1980,UCLA,1,218,102,0
Adrian Dantley,Utah Jazz,,"Dec 2, 1979",SF,6'5,208,24,1976,3,1979-1980,1980,Notre Dame,1,196,94,0
Walter Davis,Phoenix Suns,,"Nov 25, 1979",GF,6'6,193,25,1977,2,1979-1980,1980,North Carolina,1,198,87,0
Phil Ford,Kansas City Kings,,"Nov 18, 1979",G,6'2,175,24,1978,1,1979-1980,1980,North Carolina,1,188,79,0
Magic Johnson,Los Angeles Lakers,,"Nov 11, 1979",PG,6'9,255,20,1979,0,1979-1980,1980,Michigan State,1,206,115,0
Marques Johnson,Milwaukee Bucks,,"Nov 4, 1979",GF,6'7,218,24,1977,2,1979-1980,1980,UCLA,1,201,98,0
Micheal Ray Richardson,New York Knicks,,"Oct 28, 1979",PG,6'5,189,24,1978,1,1979-1980,1980,Montana,1,196,85,0
Julius Erving,Philadelphia Sixers,,"Oct 21, 1979",SF,6'6,200,30,1972,7,1979-1980,1980,Massachusetts,1,198,90,0
